Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name
BR0020,DLR0033,Vol-M310,129740,4,DT00592,15,8,2018,Deccan Motors,Saab Motors,Volkswagen
BR0060,DLR0002,BMW-M424,90972,2,DT00714,15,12,2018,Elva Motors,Eicher Polaris Motors,BMW
BR0013,DLR0030,Che-M289,29805,1,DT00225,13,8,2017,Plymouth Motors,Wiesmann Motors,Chevrolet
BR0022,DLR0066,Cad-M116,120302,2,DT00589,12,8,2018,AC Cars Motors,Subaru Motors,Cadillac
BR0046,DLR0015,Sub-M359,69272,2,DT01190,4,4,2020,Peugeot Motors,Facel Vega Motors,Subaru
BR0049,DLR0075,Aud-M106,160196,4,DT00994,21,9,2019,Piaggio Motors,Deccan Motors,Audi
BR0006,DLR0009,Kia-M451,61617,3,DT00317,13,11,2017,Elva Motors,Elva Motors,Kia
BR0050,DLR0076,Tat-M73,12659,1,DT00774,13,2,2019,Plymouth Motors,Fiat do Brasil Motors,Tata
BR0028,DLR0062,Nis-M328,42978,2,DT01288,11,7,2020,Subaru Motors,Fiat do Brasil Motors,Nissan
BR0007,DLR0075,Lex-M318,225741,3,DT01108,13,1,2020,Subaru Motors,Deccan Motors,Lexus
BR0006,DLR0058,Nis-M208,142152,4,DT01108,13,1,2020,Elva Motors,Elva Motors,Nissan
BR0041,DLR0060,Vol-M410,122247,3,DT00022,22,1,2017,Pontiac Motors,Ferrari Motors,Volkswagen
BR0018,DLR0012,Ren-M14,65592,3,DT00874,24,5,2019,Plymouth Motors,Saab Motors,Renault
BR0025,DLR0045,Mah-M12,129335,5,DT00087,28,3,2017,Pontiac Motors,Facel Vega Motors,Mahindra
BR0055,DLR0045,Hon-M122,96549,3,DT01267,20,6,2020,Plymouth Motors,Facel Vega Motors,Honda
BR0044,DLR0070,For-M183,163905,3,DT00309,5,11,2017,Pontiac Motors,Elva Motors,Ford
BR0032,DLR0056,Kia-M211,151245,5,DT00914,3,7,2019,Subaru Motors,Saab Motors,Kia
BR0028,DLR0074,Sub-M59,78981,3,DT00873,23,5,2019,Subaru Motors,Eicher Polaris Motors,Subaru
BR0029,DLR0054,Mar-M35,82925,5,DT00755,25,1,2019,Piaggio Motors,Wiesmann Motors,Maruti
BR0049,DLR0031,Tat-M353,111744,4,DT01231,15,5,2020,Piaggio Motors,Wiesmann Motors,Tata
BR0037,DLR0004,BMW-M24,290248,4,DT00957,15,8,2019,Pontiac Motors,Fiat do Brasil Motors,BMW
BR0060,DLR0024,BMW-M364,287984,4,DT00732,2,1,2019,Elva Motors,AC Cars Motors,BMW
BR0036,DLR0066,Cad-M96,65445,1,DT00947,5,8,2019,Peugeot Motors,Subaru Motors,Cadillac
BR0006,DLR0039,Lex-M418,307756,4,DT00335,1,12,2017,Elva Motors,Ferrari Motors,Lexus
BR0054,DLR0012,Kia-M371,36834,2,DT00755,25,1,2019,Deccan Motors,Saab Motors,Kia
BR0015,DLR0026,Lex-M18,309795,5,DT01261,14,6,2020,PGO Motors,Facel Vega Motors,Lexus
BR0044,DLR0014,Tes-M240,190142,2,DT00100,10,4,2017,Pontiac Motors,Saab Motors,Tesla
BR0005,DLR0038,Hon-M2,150865,5,DT00334,30,11,2017,Piaggio Motors,Elva Motors,Honda
BR0047,DLR0014,Toy-M41,148328,4,DT01005,2,10,2019,Deccan Motors,Saab Motors,Toyota
BR0020,DLR0002,Kia-M231,30039,1,DT00504,19,5,2018,Deccan Motors,Eicher Polaris Motors,Kia
BR0025,DLR0028,Mer-M145,264642,3,DT00838,18,4,2019,Pontiac Motors,AC Cars Motors,Mercedes-Benz
BR0005,DLR0065,For-M163,263730,5,DT00066,7,3,2017,Piaggio Motors,AC Cars Motors,Ford
BR0045,DLR0023,Tes-M460,394244,4,DT01448,18,12,2020,Elva Motors,Facel Vega Motors,Tesla
BR0010,DLR0067,Hyu-M287,104688,3,DT01327,19,8,2020,Peugeot Motors,Subaru Motors,Hyundai
BR0029,DLR0010,Vol-M270,72834,2,DT00630,22,9,2018,Piaggio Motors,Ferrari Motors,Volkswagen
BR0001,DLR0005,Vol-M350,45116,1,DT00844,24,4,2019,Piaggio Motors,Deccan Motors,Volkswagen
BR0012,DLR0001,BMW-M264,239202,3,DT01300,23,7,2020,Plymouth Motors,Subaru Motors,BMW
BR0028,DLR0037,BMW-M64,254036,4,DT00313,9,11,2017,Subaru Motors,Ferrari Motors,BMW
BR0037,DLR0049,Mer-M485,282840,4,DT00687,18,11,2018,Pontiac Motors,Eicher Polaris Motors,Mercedes-Benz
BR0059,DLR0061,Hyu-M367,137124,4,DT00156,5,6,2017,PGO Motors,Fiat do Brasil Motors,Hyundai
BR0037,DLR0020,Vol-M130,28592,1,DT00334,30,11,2017,Pontiac Motors,Ferrari Motors,Volkswagen
BR0055,DLR0035,Mer-M285,51204,1,DT00282,9,10,2017,Plymouth Motors,Elva Motors,Mercedes-Benz
BR0059,DLR0069,Mer-M485,353550,5,DT00198,17,7,2017,PGO Motors,Elva Motors,Mercedes-Benz
BR0014,DLR0012,Jee-M497,160410,3,DT01185,30,3,2020,Subaru Motors,Saab Motors,Jeep
BR0050,DLR0043,Cad-M276,354725,5,DT00490,5,5,2018,Plymouth Motors,Elva Motors,Cadillac
BR0050,DLR0029,Hon-M482,40570,1,DT00126,6,5,2017,Plymouth Motors,Facel Vega Motors,Honda
BR0050,DLR0023,Sub-M39,76908,3,DT01209,23,4,2020,Plymouth Motors,Facel Vega Motors,Subaru
BR0023,DLR0045,Ren-M294,93616,4,DT01452,22,12,2020,Elva Motors,Facel Vega Motors,Renault
BR0042,DLR0008,Cad-M336,167292,2,DT00308,4,11,2017,Deccan Motors,Facel Vega Motors,Cadillac
BR0032,DLR0005,Che-M129,122785,5,DT01365,26,9,2020,Subaru Motors,Deccan Motors,Chevrolet
BR0001,DLR0055,Mar-M175,42624,2,DT00086,27,3,2017,Piaggio Motors,AC Cars Motors,Maruti
BR0010,DLR0030,Lex-M218,239922,3,DT01143,17,2,2020,Peugeot Motors,Wiesmann Motors,Lexus
BR0026,DLR0008,Aud-M466,80348,1,DT00114,24,4,2017,AC Cars Motors,Facel Vega Motors,Audi
BR0012,DLR0072,Mah-M232,21655,1,DT00303,30,10,2017,Plymouth Motors,Elva Motors,Mahindra
BR0033,DLR0001,Hon-M302,112520,4,DT00345,11,12,2017,Peugeot Motors,Subaru Motors,Honda
BR0048,DLR0069,Hyu-M287,174480,5,DT01171,16,3,2020,Saab Motors,Elva Motors,Hyundai
BR0002,DLR0064,Vol-M90,110944,4,DT00361,27,12,2017,Saab Motors,Elva Motors,Volkswagen
BR0041,DLR0048,Tat-M73,12659,1,DT00575,29,7,2018,Pontiac Motors,Facel Vega Motors,Tata
BR0013,DLR0031,Tat-M73,63295,5,DT00781,20,2,2019,Plymouth Motors,Wiesmann Motors,Tata
BR0034,DLR0004,Sub-M459,172260,4,DT00489,4,5,2018,Subaru Motors,Fiat do Brasil Motors,Subaru
BR0018,DLR0013,Ren-M454,54986,2,DT00019,19,1,2017,Plymouth Motors,Deccan Motors,Renault
BR0045,DLR0075,Sub-M279,96924,3,DT01001,28,9,2019,Elva Motors,Deccan Motors,Subaru
BR0021,DLR0015,Vol-M310,32435,1,DT01368,29,9,2020,Peugeot Motors,Facel Vega Motors,Volkswagen
BR0007,DLR0015,Cad-M76,103092,2,DT01089,25,12,2019,Subaru Motors,Facel Vega Motors,Cadillac
BR0029,DLR0033,For-M403,99656,4,DT00917,6,7,2019,Piaggio Motors,Saab Motors,Ford
BR0035,DLR0044,BMW-M224,50647,1,DT00305,1,11,2017,Piaggio Motors,Elva Motors,BMW
BR0035,DLR0072,Ren-M474,78057,3,DT00102,12,4,2017,Piaggio Motors,Elva Motors,Renault
BR0046,DLR0009,Vol-M330,64414,2,DT00974,1,9,2019,Peugeot Motors,Elva Motors,Volkswagen
BR0008,DLR0048,Mer-M85,122720,2,DT01027,24,10,2019,Piaggio Motors,Facel Vega Motors,Mercedes-Benz
BR0029,DLR0026,Mah-M412,110930,5,DT00454,30,3,2018,Piaggio Motors,Facel Vega Motors,Mahindra
BR0034,DLR0048,Mah-M12,129335,5,DT00665,27,10,2018,Subaru Motors,Facel Vega Motors,Mahindra
BR0036,DLR0015,For-M463,195848,4,DT01317,9,8,2020,Peugeot Motors,Facel Vega Motors,Ford
BR0044,DLR0043,Mah-M432,51616,2,DT00043,12,2,2017,Pontiac Motors,Elva Motors,Mahindra
BR0055,DLR0080,Toy-M21,122391,3,DT01005,2,10,2019,Plymouth Motors,Subaru Motors,Toyota
BR0036,DLR0075,BMW-M124,52874,1,DT01141,15,2,2020,Peugeot Motors,Deccan Motors,BMW
BR0021,DLR0013,Kia-M271,105244,4,DT00051,20,2,2017,Peugeot Motors,Deccan Motors,Kia
BR0014,DLR0068,Mar-M275,30354,2,DT00470,15,4,2018,Subaru Motors,Saab Motors,Maruti
BR0046,DLR0027,Tat-M373,83232,4,DT01008,5,10,2019,Peugeot Motors,Wiesmann Motors,Tata
BR0008,DLR0016,Cad-M156,178119,3,DT00751,21,1,2019,Piaggio Motors,Fiat do Brasil Motors,Cadillac
BR0002,DLR0049,Tes-M420,150540,2,DT00106,16,4,2017,Saab Motors,Eicher Polaris Motors,Tesla
BR0025,DLR0075,Mah-M132,34400,2,DT00589,12,8,2018,Pontiac Motors,Deccan Motors,Mahindra
BR0010,DLR0039,Kia-M351,93548,4,DT01287,10,7,2020,Peugeot Motors,Ferrari Motors,Kia
BR0042,DLR0061,Sub-M159,32754,1,DT00909,28,6,2019,Deccan Motors,Fiat do Brasil Motors,Subaru
BR0020,DLR0068,Tes-M440,197392,4,DT00298,25,10,2017,Deccan Motors,Saab Motors,Tesla
BR0042,DLR0047,Mah-M172,139730,5,DT01409,9,11,2020,Deccan Motors,Wiesmann Motors,Mahindra
BR0022,DLR0009,Toy-M141,204385,5,DT00891,10,6,2019,AC Cars Motors,Elva Motors,Toyota
BR0024,DLR0042,Che-M9,91552,2,DT01050,16,11,2019,PGO Motors,AC Cars Motors,Chevrolet
BR0026,DLR0037,Mah-M152,27757,1,DT00584,7,8,2018,AC Cars Motors,Ferrari Motors,Mahindra
BR0036,DLR0060,Mah-M152,83271,3,DT00050,19,2,2017,Peugeot Motors,Ferrari Motors,Mahindra
BR0018,DLR0019,Hon-M202,20569,1,DT01191,5,4,2020,Plymouth Motors,AC Cars Motors,Honda
BR0005,DLR0047,Sub-M439,57458,2,DT00993,20,9,2019,Piaggio Motors,Wiesmann Motors,Subaru
BR0033,DLR0021,Nis-M108,67178,2,DT00483,28,4,2018,Peugeot Motors,Elva Motors,Nissan
BR0015,DLR0035,Mah-M432,129040,5,DT00662,24,10,2018,PGO Motors,Elva Motors,Mahindra
BR0010,DLR0073,Mar-M455,34626,3,DT00988,15,9,2019,Peugeot Motors,Wiesmann Motors,Maruti
BR0057,DLR0025,Jee-M77,269725,5,DT00590,13,8,2018,Deccan Motors,Facel Vega Motors,Jeep
BR0007,DLR0018,Tes-M320,199938,3,DT00770,9,2,2019,Subaru Motors,Ferrari Motors,Tesla
BR0049,DLR0075,Mer-M125,92800,1,DT01398,29,10,2020,Piaggio Motors,Deccan Motors,Mercedes-Benz
BR0046,DLR0019,Tes-M280,183796,4,DT00999,26,9,2019,Peugeot Motors,AC Cars Motors,Tesla
BR0032,DLR0039,Hon-M102,58416,2,DT01242,26,5,2020,Subaru Motors,Ferrari Motors,Honda
BR0040,DLR0036,Ren-M494,119884,4,DT00621,13,9,2018,Saab Motors,Fiat do Brasil Motors,Renault
BR0059,DLR0070,Cad-M136,56969,1,DT00073,14,3,2017,PGO Motors,Elva Motors,Cadillac
BR0013,DLR0049,Hyu-M487,118856,4,DT00425,1,3,2018,Plymouth Motors,Eicher Polaris Motors,Hyundai
BR0005,DLR0044,Vol-M130,114368,4,DT00828,8,4,2019,Piaggio Motors,Elva Motors,Volkswagen
BR0003,DLR0044,Che-M149,53110,2,DT00160,9,6,2017,Plymouth Motors,Elva Motors,Chevrolet
BR0022,DLR0070,Lex-M58,231471,3,DT00381,16,1,2018,AC Cars Motors,Elva Motors,Lexus
BR0002,DLR0035,Mar-M215,70240,4,DT01154,28,2,2020,Saab Motors,Elva Motors,Maruti
BR0008,DLR0022,Kia-M471,89248,4,DT00354,20,12,2017,Piaggio Motors,Ferrari Motors,Kia
BR0031,DLR0047,Tat-M333,116395,5,DT00453,29,3,2018,Pontiac Motors,Wiesmann Motors,Tata
BR0030,DLR0055,Kia-M311,58620,2,DT01017,14,10,2019,Saab Motors,AC Cars Motors,Kia
BR0016,DLR0012,Mah-M12,25867,1,DT00912,1,7,2019,Peugeot Motors,Saab Motors,Mahindra
BR0023,DLR0005,For-M3,219170,5,DT00980,7,9,2019,Elva Motors,Deccan Motors,Ford
BR0057,DLR0030,BMW-M364,71996,1,DT01272,25,6,2020,Deccan Motors,Wiesmann Motors,BMW
BR0008,DLR0032,BMW-M84,97360,2,DT00149,29,5,2017,Piaggio Motors,AC Cars Motors,BMW
BR0038,DLR0014,Mah-M272,63320,4,DT01185,30,3,2020,Piaggio Motors,Saab Motors,Mahindra
BR0045,DLR0066,Kia-M151,52100,2,DT00481,26,4,2018,Elva Motors,Subaru Motors,Kia
BR0027,DLR0073,Toy-M341,85374,2,DT00361,27,12,2017,Elva Motors,Wiesmann Motors,Toyota
BR0052,DLR0062,Kia-M331,82620,3,DT00449,25,3,2018,AC Cars Motors,Fiat do Brasil Motors,Kia
BR0018,DLR0055,Ren-M154,68180,4,DT01431,1,12,2020,Plymouth Motors,AC Cars Motors,Renault
BR0015,DLR0060,Sub-M419,85080,3,DT00262,19,9,2017,PGO Motors,Ferrari Motors,Subaru
BR0012,DLR0049,BMW-M244,179452,2,DT01125,30,1,2020,Plymouth Motors,Eicher Polaris Motors,BMW
BR0045,DLR0035,Aud-M166,140704,2,DT00042,11,2,2017,Elva Motors,Elva Motors,Audi
BR0030,DLR0078,Cad-M216,115066,2,DT01182,27,3,2020,Saab Motors,Saab Motors,Cadillac
BR0014,DLR0073,Hyu-M67,132348,4,DT00134,14,5,2017,Subaru Motors,Wiesmann Motors,Hyundai
BR0002,DLR0002,Mer-M405,265056,3,DT00399,3,2,2018,Saab Motors,Eicher Polaris Motors,Mercedes-Benz
BR0018,DLR0010,Aud-M466,321392,4,DT00931,20,7,2019,Plymouth Motors,Ferrari Motors,Audi
BR0036,DLR0014,Tat-M253,27328,1,DT00793,4,3,2019,Peugeot Motors,Saab Motors,Tata
BR0052,DLR0003,Vol-M110,212460,5,DT00833,13,4,2019,AC Cars Motors,Deccan Motors,Volkswagen
BR0013,DLR0008,Mer-M425,50335,1,DT00483,28,4,2018,Plymouth Motors,Facel Vega Motors,Mercedes-Benz
BR0025,DLR0079,Hon-M482,162280,4,DT00917,6,7,2019,Pontiac Motors,Eicher Polaris Motors,Honda
BR0032,DLR0013,BMW-M444,308392,4,DT01197,11,4,2020,Subaru Motors,Deccan Motors,BMW
BR0018,DLR0060,Ren-M334,75356,4,DT00543,27,6,2018,Plymouth Motors,Ferrari Motors,Renault
BR0043,DLR0002,Vol-M390,217315,5,DT00447,23,3,2018,Elva Motors,Eicher Polaris Motors,Volkswagen
BR0031,DLR0005,Kia-M151,78150,3,DT01084,20,12,2019,Pontiac Motors,Deccan Motors,Kia
BR0011,DLR0050,Mer-M345,107876,2,DT00778,17,2,2019,Saab Motors,Wiesmann Motors,Mercedes-Benz
BR0023,DLR0009,Mar-M415,10395,1,DT01277,30,6,2020,Elva Motors,Elva Motors,Maruti
BR0028,DLR0062,Che-M149,26555,1,DT01123,28,1,2020,Subaru Motors,Fiat do Brasil Motors,Chevrolet
BR0033,DLR0004,For-M263,148808,4,DT00883,2,6,2019,Peugeot Motors,Fiat do Brasil Motors,Ford
BR0052,DLR0052,Toy-M101,170684,4,DT00785,24,2,2019,AC Cars Motors,Wiesmann Motors,Toyota
BR0037,DLR0063,BMW-M124,105748,2,DT00420,24,2,2018,Pontiac Motors,Wiesmann Motors,BMW
BR0028,DLR0014,For-M483,141867,3,DT00768,7,2,2019,Subaru Motors,Saab Motors,Ford
BR0022,DLR0005,Che-M229,133900,5,DT00455,31,3,2018,AC Cars Motors,Deccan Motors,Chevrolet
BR0027,DLR0021,For-M183,109270,2,DT00510,25,5,2018,Elva Motors,Elva Motors,Ford
BR0010,DLR0058,Vol-M230,126840,5,DT00246,3,9,2017,Peugeot Motors,Elva Motors,Volkswagen
BR0013,DLR0053,Che-M389,39506,1,DT01447,17,12,2020,Plymouth Motors,Saab Motors,Chevrolet
BR0032,DLR0036,Mer-M485,353550,5,DT00338,4,12,2017,Subaru Motors,Fiat do Brasil Motors,Mercedes-Benz
BR0060,DLR0011,For-M483,47289,1,DT00465,10,4,2018,Elva Motors,Facel Vega Motors,Ford
BR0055,DLR0026,Mer-M405,353408,4,DT00703,4,12,2018,Plymouth Motors,Facel Vega Motors,Mercedes-Benz
BR0052,DLR0052,Cad-M196,129556,2,DT00510,25,5,2018,AC Cars Motors,Wiesmann Motors,Cadillac
BR0042,DLR0013,Hon-M42,123685,5,DT01446,16,12,2020,Deccan Motors,Deccan Motors,Honda
BR0056,DLR0009,Mer-M105,87936,1,DT00625,17,9,2018,Saab Motors,Elva Motors,Mercedes-Benz
BR0060,DLR0048,Che-M129,49114,2,DT00425,1,3,2018,Elva Motors,Facel Vega Motors,Chevrolet
BR0050,DLR0058,Jee-M97,111890,2,DT00029,29,1,2017,Plymouth Motors,Elva Motors,Jeep
BR0011,DLR0034,Jee-M277,213264,4,DT00232,20,8,2017,Saab Motors,Fiat do Brasil Motors,Jeep
BR0015,DLR0017,For-M443,30924,1,DT00776,15,2,2019,PGO Motors,Ferrari Motors,Ford
BR0019,DLR0069,For-M343,200355,5,DT00956,14,8,2019,PGO Motors,Elva Motors,Ford
BR0023,DLR0008,Nis-M428,30130,1,DT01440,10,12,2020,Elva Motors,Facel Vega Motors,Nissan
BR0023,DLR0043,Tes-M200,72745,1,DT00845,25,4,2019,Elva Motors,Elva Motors,Tesla
BR0024,DLR0024,Che-M109,128796,3,DT01409,9,11,2020,PGO Motors,AC Cars Motors,Chevrolet
BR0021,DLR0058,Tat-M133,104688,4,DT01041,7,11,2019,Peugeot Motors,Elva Motors,Tata
BR0052,DLR0015,Nis-M228,93969,3,DT00366,1,1,2018,AC Cars Motors,Facel Vega Motors,Nissan
BR0028,DLR0051,Kia-M391,107865,3,DT01235,19,5,2020,Subaru Motors,AC Cars Motors,Kia
BR0030,DLR0008,Toy-M261,217055,5,DT00442,18,3,2018,Saab Motors,Facel Vega Motors,Toyota
BR0017,DLR0008,Lex-M138,274572,4,DT01344,5,9,2020,Deccan Motors,Facel Vega Motors,Lexus
BR0002,DLR0079,Che-M409,22728,1,DT00360,26,12,2017,Saab Motors,Eicher Polaris Motors,Chevrolet
BR0036,DLR0068,Kia-M451,20539,1,DT00946,4,8,2019,Peugeot Motors,Saab Motors,Kia
BR0055,DLR0062,Jee-M217,70686,2,DT00169,18,6,2017,Plymouth Motors,Fiat do Brasil Motors,Jeep
BR0021,DLR0036,Vol-M370,68522,2,DT00767,6,2,2019,Peugeot Motors,Fiat do Brasil Motors,Volkswagen
BR0054,DLR0013,Hyu-M347,44000,2,DT00652,14,10,2018,Deccan Motors,Deccan Motors,Hyundai
BR0034,DLR0011,Kia-M351,93548,4,DT00160,9,6,2017,Subaru Motors,Facel Vega Motors,Kia
BR0040,DLR0018,Kia-M271,26311,1,DT00522,6,6,2018,Saab Motors,Ferrari Motors,Kia
BR0040,DLR0059,Jee-M457,41964,1,DT00183,2,7,2017,Saab Motors,Elva Motors,Jeep
BR0025,DLR0022,BMW-M124,105748,2,DT00846,26,4,2019,Pontiac Motors,Ferrari Motors,BMW
BR0044,DLR0032,Nis-M468,138455,5,DT00414,18,2,2018,Pontiac Motors,AC Cars Motors,Nissan
BR0056,DLR0021,Ren-M174,20642,1,DT01459,29,12,2020,Saab Motors,Elva Motors,Renault
BR0012,DLR0047,Mah-M32,18763,1,DT00122,2,5,2017,Plymouth Motors,Wiesmann Motors,Mahindra
BR0008,DLR0046,Jee-M397,176785,5,DT00149,29,5,2017,Piaggio Motors,Saab Motors,Jeep
BR0032,DLR0075,Lex-M238,213612,4,DT01384,15,10,2020,Subaru Motors,Deccan Motors,Lexus
BR0025,DLR0022,Aud-M86,169029,3,DT00256,13,9,2017,Pontiac Motors,Ferrari Motors,Audi
BR0018,DLR0002,Mer-M285,256020,5,DT00860,10,5,2019,Plymouth Motors,Eicher Polaris Motors,Mercedes-Benz
BR0027,DLR0050,Tat-M213,93468,4,DT00541,25,6,2018,Elva Motors,Wiesmann Motors,Tata
BR0013,DLR0022,Nis-M88,85540,4,DT01431,1,12,2020,Plymouth Motors,Ferrari Motors,Nissan
BR0056,DLR0003,Che-M189,22699,1,DT00421,25,2,2018,Saab Motors,Deccan Motors,Chevrolet
BR0023,DLR0029,Lex-M118,123462,3,DT00703,4,12,2018,Elva Motors,Facel Vega Motors,Lexus
BR0047,DLR0025,Mar-M295,53372,4,DT01054,20,11,2019,Deccan Motors,Facel Vega Motors,Maruti
BR0058,DLR0016,Che-M229,53560,2,DT01152,26,2,2020,PGO Motors,Fiat do Brasil Motors,Chevrolet
BR0003,DLR0065,BMW-M364,359980,5,DT00129,9,5,2017,Plymouth Motors,AC Cars Motors,BMW
BR0034,DLR0010,For-M483,94578,2,DT01128,2,2,2020,Subaru Motors,Ferrari Motors,Ford
BR0027,DLR0066,BMW-M384,202152,3,DT01429,29,11,2020,Elva Motors,Subaru Motors,BMW
BR0009,DLR0036,Mah-M112,126240,5,DT00937,26,7,2019,Plymouth Motors,Fiat do Brasil Motors,Mahindra
BR0058,DLR0054,Ren-M234,40990,2,DT00598,21,8,2018,PGO Motors,Wiesmann Motors,Renault
BR0034,DLR0053,Che-M209,32729,1,DT01036,2,11,2019,Subaru Motors,Saab Motors,Chevrolet
BR0016,DLR0070,Tes-M20,207960,3,DT01401,1,11,2020,Peugeot Motors,Elva Motors,Tesla
BR0004,DLR0004,Toy-M101,85342,2,DT01235,19,5,2020,Peugeot Motors,Fiat do Brasil Motors,Toyota
BR0026,DLR0037,Ren-M394,54429,3,DT01044,10,11,2019,AC Cars Motors,Ferrari Motors,Renault
BR0010,DLR0038,Nis-M488,198260,5,DT00822,2,4,2019,Peugeot Motors,Elva Motors,Nissan
BR0057,DLR0045,Tes-M260,393340,4,DT00942,31,7,2019,Deccan Motors,Facel Vega Motors,Tesla
BR0029,DLR0014,Tat-M273,104392,4,DT01044,10,11,2019,Piaggio Motors,Saab Motors,Tata
BR0004,DLR0024,Aud-M186,165680,4,DT00336,2,12,2017,Peugeot Motors,AC Cars Motors,Audi
BR0019,DLR0031,Lex-M158,86872,2,DT00162,11,6,2017,PGO Motors,Wiesmann Motors,Lexus
BR0049,DLR0063,Tes-M60,242316,3,DT01212,26,4,2020,Piaggio Motors,Wiesmann Motors,Tesla
BR0012,DLR0030,Aud-M406,414560,5,DT00211,30,7,2017,Plymouth Motors,Wiesmann Motors,Audi
BR0031,DLR0064,Aud-M486,267425,5,DT01338,30,8,2020,Pontiac Motors,Elva Motors,Audi
BR0036,DLR0055,Mah-M432,129040,5,DT00019,19,1,2017,Peugeot Motors,AC Cars Motors,Mahindra
BR0018,DLR0063,For-M183,54635,1,DT00113,23,4,2017,Plymouth Motors,Wiesmann Motors,Ford
BR0059,DLR0047,Kia-M251,81964,4,DT01137,11,2,2020,PGO Motors,Wiesmann Motors,Kia
BR0054,DLR0045,Tat-M313,56564,4,DT00971,29,8,2019,Deccan Motors,Facel Vega Motors,Tata
BR0020,DLR0047,Toy-M401,160600,4,DT00161,10,6,2017,Deccan Motors,Wiesmann Motors,Toyota
BR0011,DLR0009,Lex-M198,266564,4,DT00399,3,2,2018,Saab Motors,Elva Motors,Lexus
BR0057,DLR0061,Tes-M400,381040,5,DT00602,25,8,2018,Deccan Motors,Fiat do Brasil Motors,Tesla
BR0013,DLR0070,Vol-M50,134757,3,DT00138,18,5,2017,Plymouth Motors,Elva Motors,Volkswagen
BR0042,DLR0035,Mer-M245,276900,3,DT00563,17,7,2018,Deccan Motors,Elva Motors,Mercedes-Benz
BR0005,DLR0064,Vol-M410,122247,3,DT01326,18,8,2020,Piaggio Motors,Elva Motors,Volkswagen
BR0005,DLR0070,Mer-M405,176704,2,DT00049,18,2,2017,Piaggio Motors,Elva Motors,Mercedes-Benz
BR0035,DLR0001,Aud-M126,141422,2,DT01284,7,7,2020,Piaggio Motors,Subaru Motors,Audi
BR0006,DLR0041,Tat-M313,56564,4,DT00792,3,3,2019,Elva Motors,Deccan Motors,Tata
BR0044,DLR0060,Ren-M174,82568,4,DT01206,20,4,2020,Pontiac Motors,Ferrari Motors,Renault
BR0030,DLR0024,Cad-M36,313375,5,DT00985,12,9,2019,Saab Motors,AC Cars Motors,Cadillac
BR0007,DLR0035,Aud-M106,160196,4,DT00876,26,5,2019,Subaru Motors,Elva Motors,Audi
BR0016,DLR0016,Vol-M270,72834,2,DT01244,28,5,2020,Peugeot Motors,Fiat do Brasil Motors,Volkswagen
BR0025,DLR0077,Sub-M479,61176,2,DT01206,20,4,2020,Pontiac Motors,Ferrari Motors,Subaru
BR0045,DLR0056,BMW-M44,64548,1,DT00582,5,8,2018,Elva Motors,Saab Motors,BMW
BR0043,DLR0057,Lex-M338,138336,2,DT00596,19,8,2018,Elva Motors,Fiat do Brasil Motors,Lexus
BR0027,DLR0007,Lex-M178,58589,1,DT00196,15,7,2017,Elva Motors,Subaru Motors,Lexus
BR0032,DLR0075,Hyu-M127,47078,2,DT01094,30,12,2019,Subaru Motors,Deccan Motors,Hyundai
BR0042,DLR0026,Mah-M472,81620,5,DT01172,17,3,2020,Deccan Motors,Facel Vega Motors,Mahindra
BR0037,DLR0058,Cad-M376,62209,1,DT00492,7,5,2018,Pontiac Motors,Elva Motors,Cadillac
BR0003,DLR0037,Hon-M82,108670,5,DT00021,21,1,2017,Plymouth Motors,Ferrari Motors,Honda
BR0051,DLR0012,Mer-M305,136518,3,DT00984,11,9,2019,Subaru Motors,Saab Motors,Mercedes-Benz
BR0050,DLR0068,Mer-M425,50335,1,DT00445,21,3,2018,Plymouth Motors,Saab Motors,Mercedes-Benz
BR0007,DLR0033,Vol-M490,44233,1,DT00895,14,6,2019,Subaru Motors,Saab Motors,Volkswagen
BR0034,DLR0028,Mah-M152,138785,5,DT00593,16,8,2018,Subaru Motors,AC Cars Motors,Mahindra
BR0039,DLR0049,For-M43,22854,1,DT00954,12,8,2019,Deccan Motors,Eicher Polaris Motors,Ford
BR0001,DLR0074,Lex-M98,140612,2,DT00529,13,6,2018,Piaggio Motors,Eicher Polaris Motors,Lexus
BR0022,DLR0057,Mer-M5,136210,2,DT00853,3,5,2019,AC Cars Motors,Fiat do Brasil Motors,Mercedes-Benz
BR0016,DLR0051,Vol-M330,64414,2,DT01090,26,12,2019,Peugeot Motors,AC Cars Motors,Volkswagen
BR0024,DLR0040,Hyu-M167,100088,4,DT00637,29,9,2018,PGO Motors,Facel Vega Motors,Hyundai
BR0010,DLR0064,BMW-M444,231294,3,DT01318,10,8,2020,Peugeot Motors,Elva Motors,BMW
BR0032,DLR0007,Sub-M319,28452,1,DT00243,31,8,2017,Subaru Motors,Subaru Motors,Subaru
BR0004,DLR0015,Tes-M20,138640,2,DT00277,4,10,2017,Peugeot Motors,Facel Vega Motors,Tesla
BR0015,DLR0014,Mah-M232,108275,5,DT00376,11,1,2018,PGO Motors,Saab Motors,Mahindra
BR0028,DLR0026,Che-M489,53496,2,DT01405,5,11,2020,Subaru Motors,Facel Vega Motors,Chevrolet
